customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST175,Male,1,No,Yes,5,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),26.63,7021.89,Yes
CUST176,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.82,7487.91,No
CUST177,Female,1,Yes,Yes,35,No,No phone service,No,No,Yes,Yes,No,No internet service,Yes,One year,No,Mailed check,41.61,2921.59,Yes
CUST178,Female,0,Yes,Yes,32,Yes,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,71.46,1083.99,Yes
CUST179,Male,0,No,Yes,56,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),100.94,528.52,No
CUST180,Female,1,Yes,No,1,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,80.82,2441.19,No
CUST181,Female,1,Yes,Yes,24,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),31.89,3100.79,No
CUST182,Male,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,42.07,4914.66,No
CUST183,Female,0,No,No,17,No,No phone service,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),30.24,1391.98,Yes
CUST184,Male,0,No,No,49,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),90.78,6130.18,No
CUST185,Female,0,Yes,No,3,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),55.58,1008.37,No
CUST186,Female,1,No,No,42,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),52.72,4742.84,Yes
CUST187,Female,1,Yes,Yes,5,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Mailed check,80.44,5579.32,No
CUST188,Male,1,Yes,No,51,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.08,7830.83,No
CUST189,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,102.26,221.57,Yes
CUST190,Male,0,No,Yes,16,Yes,No,No,No,Yes,Yes,No,No internet service,No,Two year,Yes,Mailed check,83.82,600.2,No
CUST191,Female,1,Yes,No,9,No,No phone service,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,110.0,1269.54,No
CUST192,Male,0,No,No,46,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,56.66,4981.57,No
CUST193,Female,1,No,No,2,No,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),49.03,3507.7,Yes
CUST194,Male,1,No,No,24,No,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),86.47,4560.01,No
CUST195,Male,1,No,No,24,No,No phone service,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,110.53,5300.48,No
CUST196,Male,1,Yes,Yes,42,No,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,25.44,2987.67,No
CUST197,Male,0,Yes,Yes,44,No,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,26.57,2591.9,Yes
CUST198,Male,1,Yes,No,69,No,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),75.11,3923.68,Yes
CUST199,Male,0,No,No,36,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),67.34,7299.0,No
CUST200,Female,0,No,No,6,No,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,104.73,6475.89,No
